year,round,driverId,points,position,positionText,Wins
2017,6,raikkonen,67,4,4,0
2017,6,ricciardo,52,5,5,0
2017,6,max_verstappen,45,6,6,0
2017,6,perez,34,7,7,0
2017,6,sainz,25,8,8,0
2017,6,massa,20,9,9,0
2017,6,ocon,19,10,10,0
2017,6,hulkenberg,14,11,11,0
2017,6,grosjean,9,12,12,0
2017,6,kevin_magnussen,5,13,13,0
2017,6,wehrlein,4,14,14,0
2017,6,kvyat,4,15,15,0
2017,6,jolyon_palmer,0,16,16,0
2017,6,ericsson,0,17,17,0
2017,6,stroll,0,18,18,0
2017,6,alonso,0,19,19,0
2017,6,giovinazzi,0,20,20,0
2017,6,vandoorne,0,21,21,0
2017,6,button,0,22,22,0
2018,6,hamilton,110,1,1,2
2018,6,vettel,96,2,2,2
2018,6,ricciardo,72,3,3,2
2018,6,bottas,68,4,4,0
2018,6,raikkonen,60,5,5,0
2018,6,max_verstappen,35,6,6,0
2018,6,alonso,32,7,7,0
2018,6,hulkenberg,26,8,8,0
2018,6,sainz,20,9,9,0
2018,6,kevin_magnussen,19,10,10,0
2018,6,gasly,18,11,11,0
2018,6,perez,17,12,12,0
2018,6,ocon,9,13,13,0
2018,6,leclerc,9,14,14,0
2018,6,vandoorne,8,15,15,0
2018,6,stroll,4,16,16,0
2018,6,ericsson,2,17,17,0
2018,6,brendon_hartley,1,18,18,0
2018,6,grosjean,0,19,19,0
2018,6,sirotkin,0,20,20,0
2019,6,hamilton,137,1,1,4
2019,6,bottas,120,2,2,2
2019,6,vettel,82,3,3,0
2019,6,max_verstappen,78,4,4,0
2019,6,leclerc,57,5,5,0
2019,6,gasly,32,6,6,0
2019,6,sainz,18,7,7,0
2019,6,kevin_magnussen,14,8,8,0
2019,6,perez,13,9,9,0
2019,6,raikkonen,13,10,10,0
2019,6,norris,12,11,11,0
2019,6,kvyat,9,12,12,0
2019,6,ricciardo,8,13,13,0
2019,6,albon,7,14,14,0
2019,6,hulkenberg,6,15,15,0
2019,6,stroll,4,16,16,0
2019,6,grosjean,2,17,17,0
2019,6,giovinazzi,0,18,18,0
2019,6,russell,0,19,19,0
2019,6,kubica,0,20,20,0
2020,6,hamilton,132,1,1,4
2020,6,max_verstappen,95,2,2,1
2020,6,bottas,89,3,3,1
2020,6,leclerc,45,4,4,0
2020,6,stroll,40,5,5,0
2020,6,albon,40,6,6,0
2020,6,norris,39,7,7,0
2020,6,perez,32,8,8,0
2020,6,sainz,23,9,9,0
2020,6,ricciardo,20,10,10,0
2020,6,vettel,16,11,11,0
2020,6,ocon,16,12,12,0
2020,6,gasly,14,13,13,0
2020,6,hulkenberg,6,14,14,0
2020,6,giovinazzi,2,15,15,0
2020,6,kvyat,2,16,16,0
2020,6,kevin_magnussen,1,17,17,0
2020,6,raikkonen,0,18,18,0
2020,6,latifi,0,19,19,0
2020,6,russell,0,20,20,0
2020,6,grosjean,0,21,21,0
2021,6,max_verstappen,105,1,1,2
2021,6,hamilton,101,2,2,3
2021,6,perez,69,3,3,1
2021,6,norris,66,4,4,0
2021,6,leclerc,52,5,5,0
2021,6,bottas,47,6,6,0
2021,6,sainz,42,7,7,0
2021,6,gasly,31,8,8,0
2021,6,vettel,28,9,9,0
2021,6,ricciardo,26,10,10,0
2021,6,alonso,13,11,11,0
2021,6,ocon,12,12,12,0
2021,6,stroll,9,13,13,0
2021,6,tsunoda,8,14,14,0
2021,6,raikkonen,1,15,15,0
2021,6,giovinazzi,1,16,16,0
2021,6,mick_schumacher,0,17,17,0
2021,6,russell,0,18,18,0
2021,6,mazepin,0,19,19,0
2021,6,latifi,0,20,20,0
2022,6,max_verstappen,110,1,1,4
2022,6,leclerc,104,2,2,2
2022,6,perez,85,3,3,0
2022,6,russell,74,4,4,0
2022,6,sainz,65,5,5,0
2022,6,hamilton,46,6,6,0
2022,6,norris,39,7,7,0
2022,6,bottas,38,8,8,0
2022,6,ocon,30,9,9,0
2022,6,kevin_magnussen,15,10,10,0
2022,6,tsunoda,11,11,11,0
2022,6,ricciardo,11,12,12,0
2022,6,gasly,6,13,13,0
2022,6,vettel,4,14,14,0
2022,6,alonso,4,15,15,0
2022,6,albon,3,16,16,0
2022,6,stroll,2,17,17,0
2022,6,zhou,1,18,18,0
2022,6,mick_schumacher,0,19,19,0
2022,6,hulkenberg,0,20,20,0
2022,6,latifi,0,21,21,0
2010,7,webber,93,1,1,2
2010,7,button,88,2,2,2
2010,7,hamilton,84,3,3,1
2010,7,alonso,79,4,4,1
2010,7,vettel,78,5,5,1
2010,7,kubica,67,6,6,0
2010,7,massa,67,7,7,0
2010,7,rosberg,66,8,8,0
2010,7,michael_schumacher,34,9,9,0
2010,7,sutil,22,10,10,0
2010,7,liuzzi,10,11,11,0
2010,7,barrichello,7,12,12,0
2010,7,petrov,6,13,13,0
2010,7,alguersuari,3,14,14,0
2010,7,buemi,1,15,15,0
2010,7,kobayashi,1,16,16,0
2010,7,hulkenberg,1,17,17,0
2010,7,rosa,0,18,18,0
2010,7,kovalainen,0,19,19,0
2010,7,chandhok,0,20,20,0
2010,7,grassi,0,21,21,0
2010,7,trulli,0,22,22,0
2010,7,bruno_senna,0,23,23,0
2010,7,glock,0,24,24,0
2011,7,vettel,161,1,1,5
2011,7,button,101,2,2,1
2011,7,webber,94,3,3,0
2011,7,hamilton,85,4,4,1
2011,7,alonso,69,5,5,0
2011,7,massa,32,6,6,0
2011,7,petrov,31,7,7,0
2011,7,heidfeld,29,8,8,0
2011,7,michael_schumacher,26,9,9,0
2011,7,rosberg,26,10,10,0
2011,7,kobayashi,25,11,11,0
2011,7,sutil,8,12,12,0
2011,7,buemi,8,13,13,0
2011,7,alguersuari,4,14,14,0
2011,7,barrichello,4,15,15,0
2011,7,perez,2,16,16,0
2011,7,resta,2,17,17,0
2011,7,rosa,0,18,18,0
2011,7,trulli,0,19,19,0
2011,7,liuzzi,0,20,20,0
2011,7,ambrosio,0,21,21,0
2011,7,kovalainen,0,22,22,0
2011,7,karthikeyan,0,23,23,0
2011,7,maldonado,0,24,24,0
2011,7,glock,0,25,25,0
2012,7,hamilton,88,1,1,1
2012,7,alonso,86,2,2,1
2012,7,vettel,85,3,3,1
2012,7,webber,79,4,4,1
2012,7,rosberg,67,5,5,1
2012,7,raikkonen,55,6,6,0
2012,7,grosjean,53,7,7,0
2012,7,button,45,8,8,1
2012,7,perez,37,9,9,0
2012,7,maldonado,29,10,10,1
2012,7,kobayashi,21,11,11,0
2012,7,resta,21,12,12,0
2012,7,bruno_senna,15,13,13,0
2012,7,massa,11,14,14,0
2012,7,hulkenberg,7,15,15,0
2012,7,vergne,4,16,16,0
2012,7,ricciardo,2,17,17,0
2012,7,michael_schumacher,2,18,18,0
2012,7,kovalainen,0,19,19,0
2012,7,glock,0,20,20,0
2012,7,pic,0,21,21,0
2012,7,karthikeyan,0,22,22,0
2012,7,petrov,0,23,23,0
2012,7,rosa,0,24,24,0
2013,7,vettel,132,1,1,3
2013,7,alonso,96,2,2,2
2013,7,raikkonen,88,3,3,1
2013,7,hamilton,77,4,4,0
2013,7,webber,69,5,5,0
2013,7,rosberg,57,6,6,1
2013,7,massa,49,7,7,0
2013,7,resta,34,8,8,0
2013,7,grosjean,26,9,9,0
2013,7,button,25,10,10,0
2013,7,sutil,17,11,11,0
2013,7,vergne,13,12,12,0
2013,7,perez,12,13,13,0
2013,7,ricciardo,7,14,14,0
2013,7,hulkenberg,5,15,15,0
2013,7,gutierrez,0,16,16,0
2013,7,bottas,0,17,17,0
2013,7,maldonado,0,18,18,0
2013,7,jules_bianchi,0,19,19,0
2013,7,pic,0,20,20,0
2013,7,chilton,0,21,21,0
2013,7,garde,0,22,22,0
2014,7,rosberg,140,1,1,2
2014,7,hamilton,118,2,2,4
2014,7,ricciardo,79,3,3,1
2014,7,alonso,69,4,4,0
2014,7,vettel,60,5,5,0
2014,7,hulkenberg,57,6,6,0
2014,7,button,43,7,7,0
2014,7,bottas,40,8,8,0
2014,7,kevin_magnussen,23,9,9,0
2014,7,perez,20,10,10,0
2014,7,massa,18,11,11,0
2014,7,raikkonen,18,12,12,0
2014,7,grosjean,8,13,13,0
2014,7,vergne,8,14,14,0
2014,7,kvyat,4,15,15,0
2014,7,jules_bianchi,2,16,16,0
2014,7,sutil,0,17,17,0
2014,7,ericsson,0,18,18,0
2014,7,gutierrez,0,19,19,0
2014,7,chilton,0,20,20,0
2014,7,kobayashi,0,21,21,0
2014,7,maldonado,0,22,22,0
2015,7,hamilton,151,1,1,4
2015,7,rosberg,134,2,2,2
2015,7,vettel,108,3,3,1
2015,7,raikkonen,72,4,4,0
2015,7,bottas,57,5,5,0
2015,7,massa,47,6,6,0
2015,7,ricciardo,35,7,7,0
2015,7,kvyat,19,8,8,0
2015,7,grosjean,17,9,9,0
2015,7,nasr,16,10,10,0
2015,7,perez,11,11,11,0
2015,7,hulkenberg,10,12,12,0
2015,7,sainz,9,13,13,0
2015,7,max_verstappen,6,14,14,0
2015,7,maldonado,6,15,15,0
2015,7,ericsson,5,16,16,0
2015,7,button,4,17,17,0
2015,7,alonso,0,18,18,0
2015,7,merhi,0,19,19,0
2015,7,stevens,0,20,20,0
2015,7,kevin_magnussen,0,21,21,0
2016,7,rosberg,116,1,1,4
2016,7,hamilton,107,2,2,2
2016,7,vettel,78,3,3,0
2016,7,ricciardo,72,4,4,0
2016,7,raikkonen,69,5,5,0
2016,7,max_verstappen,50,6,6,1
2016,7,bottas,44,7,7,0
2016,7,massa,37,8,8,0
2016,7,perez,24,9,9,0
2016,7,kvyat,22,10,10,0
2016,7,grosjean,22,11,11,0
2016,7,alonso,18,12,12,0
2016,7,hulkenberg,18,13,13,0
2016,7,sainz,18,14,14,0
2016,7,kevin_magnussen,6,15,15,0
2016,7,button,5,16,16,0
2016,7,vandoorne,1,17,17,0
2016,7,gutierrez,0,18,18,0
2016,7,jolyon_palmer,0,19,19,0
2016,7,ericsson,0,20,20,0
2016,7,wehrlein,0,21,21,0
2016,7,nasr,0,22,22,0
2016,7,haryanto,0,23,23,0
2017,7,vettel,141,1,1,3
2017,7,hamilton,129,2,2,3
2017,7,bottas,93,3,3,1
2017,7,raikkonen,73,4,4,0
2017,7,ricciardo,67,5,5,0
2017,7,max_verstappen,45,6,6,0
2017,7,perez,44,7,7,0
2017,7,ocon,27,8,8,0
2017,7,sainz,25,9,9,0
2017,7,massa,20,10,10,0
2017,7,hulkenberg,18,11,11,0
2017,7,grosjean,10,12,12,0
2017,7,kevin_magnussen,5,13,13,0
2017,7,wehrlein,4,14,14,0
2017,7,kvyat,4,15,15,0
2017,7,stroll,2,16,16,0
2017,7,jolyon_palmer,0,17,17,0
2017,7,ericsson,0,18,18,0
2017,7,alonso,0,19,19,0
2017,7,giovinazzi,0,20,20,0
2017,7,vandoorne,0,21,21,0
2017,7,button,0,22,22,0
2018,7,vettel,121,1,1,3
2018,7,hamilton,120,2,2,2
2018,7,bottas,86,3,3,0
2018,7,ricciardo,84,4,4,2
2018,7,raikkonen,68,5,5,0
2018,7,max_verstappen,50,6,6,0
2018,7,alonso,32,7,7,0
2018,7,hulkenberg,32,8,8,0
2018,7,sainz,24,9,9,0
2018,7,kevin_magnussen,19,10,10,0
2018,7,gasly,18,11,11,0
2018,7,perez,17,12,12,0
2018,7,ocon,11,13,13,0
2018,7,leclerc,10,14,14,0
2018,7,vandoorne,8,15,15,0
2018,7,stroll,4,16,16,0
2018,7,ericsson,2,17,17,0
2018,7,brendon_hartley,1,18,18,0
2018,7,grosjean,0,19,19,0
2018,7,sirotkin,0,20,20,0
2019,7,hamilton,162,1,1,5
2019,7,bottas,133,2,2,2
2019,7,vettel,100,3,3,0
2019,7,max_verstappen,88,4,4,0
2019,7,leclerc,72,5,5,0
2019,7,gasly,36,6,6,0
2019,7,sainz,18,7,7,0
2019,7,ricciardo,16,8,8,0
2019,7,kevin_magnussen,14,9,9,0
2019,7,perez,13,10,10,0
2019,7,raikkonen,13,11,11,0
2019,7,norris,12,12,12,0
2019,7,hulkenberg,12,13,13,0
2019,7,kvyat,10,14,14,0
2019,7,albon,7,15,15,0
2019,7,stroll,6,16,16,0
2019,7,grosjean,2,17,17,0
2019,7,giovinazzi,0,18,18,0
2019,7,russell,0,19,19,0
2019,7,kubica,0,20,20,0
2020,7,hamilton,157,1,1,5
2020,7,max_verstappen,110,2,2,1
2020,7,bottas,107,3,3,1
2020,7,albon,48,4,4,0
2020,7,leclerc,45,5,5,0
2020,7,norris,45,6,6,0
2020,7,stroll,42,7,7,0
2020,7,ricciardo,33,8,8,0
2020,7,perez,33,9,9,0
2020,7,ocon,26,10,10,0
2020,7,sainz,23,11,11,0
2020,7,gasly,18,12,12,0
2020,7,vettel,16,13,13,0
2020,7,hulkenberg,6,14,14,0
2020,7,giovinazzi,2,15,15,0
2020,7,kvyat,2,16,16,0
2020,7,kevin_magnussen,1,17,17,0
2020,7,raikkonen,0,18,18,0
2020,7,latifi,0,19,19,0
2020,7,russell,0,20,20,0
2020,7,grosjean,0,21,21,0
2021,7,max_verstappen,131,1,1,3
2021,7,hamilton,119,2,2,3
2021,7,perez,84,3,3,1
2021,7,norris,76,4,4,0
2021,7,bottas,59,5,5,0
2021,7,leclerc,52,6,6,0
2021,7,sainz,42,7,7,0
2021,7,gasly,37,8,8,0
2021,7,ricciardo,34,9,9,0
2021,7,vettel,30,10,10,0
2021,7,alonso,17,11,11,0
2021,7,ocon,12,12,12,0
2021,7,stroll,10,13,13,0
2021,7,tsunoda,8,14,14,0
2021,7,raikkonen,1,15,15,0
2021,7,giovinazzi,1,16,16,0
2021,7,russell,0,17,17,0
2021,7,mick_schumacher,0,18,18,0
2021,7,mazepin,0,19,19,0
2021,7,latifi,0,20,20,0
2022,7,max_verstappen,125,1,1,4
2022,7,leclerc,116,2,2,2
2022,7,perez,110,3,3,1
2022,7,russell,84,4,4,0
2022,7,sainz,83,5,5,0
2022,7,hamilton,50,6,6,0
2022,7,norris,48,7,7,0
2022,7,bottas,40,8,8,0
2022,7,ocon,30,9,9,0
2022,7,kevin_magnussen,15,10,10,0
2022,7,ricciardo,11,11,11,0
2022,7,tsunoda,11,12,12,0
2022,7,alonso,10,13,13,0
2022,7,gasly,6,14,14,0
2022,7,vettel,5,15,15,0
2022,7,albon,3,16,16,0
2022,7,stroll,2,17,17,0
2022,7,zhou,1,18,18,0
2022,7,mick_schumacher,0,19,19,0
2022,7,hulkenberg,0,20,20,0
2022,7,latifi,0,21,21,0
2010,8,hamilton,109,1,1,2
2010,8,button,106,2,2,2
2010,8,webber,103,3,3,2
2010,8,alonso,94,4,4,1
2010,8,vettel,90,5,5,1
2010,8,rosberg,74,6,6,0
2010,8,kubica,73,7,7,0
2010,8,massa,67,8,8,0
2010,8,michael_schumacher,34,9,9,0
2010,8,sutil,23,10,10,0
2010,8,liuzzi,12,11,11,0
2010,8,barrichello,7,12,12,0
2010,8,petrov,6,13,13,0
2010,8,buemi,5,14,14,0
2010,8,alguersuari,3,15,15,0
2010,8,kobayashi,1,16,16,0
2010,8,hulkenberg,1,17,17,0
2010,8,rosa,0,18,18,0
2010,8,kovalainen,0,19,19,0
2010,8,chandhok,0,20,20,0
2010,8,grassi,0,21,21,0
2010,8,trulli,0,22,22,0
2010,8,bruno_senna,0,23,23,0
2010,8,glock,0,24,24,0
2011,8,vettel,186,1,1,6
2011,8,button,109,2,2,1
2011,8,webber,109,3,3,0
2011,8,hamilton,97,4,4,1
2011,8,alonso,87,5,5,0
2011,8,massa,42,6,6,0
2011,8,rosberg,32,7,7,0
2011,8,petrov,31,8,8,0
2011,8,heidfeld,30,9,9,0
2011,8,michael_schumacher,26,10,10,0
2011,8,kobayashi,25,11,11,0
2011,8,sutil,10,12,12,0
2011,8,alguersuari,8,13,13,0
2011,8,buemi,8,14,14,0
2011,8,barrichello,4,15,15,0
2011,8,perez,2,16,16,0
2011,8,resta,2,17,17,0
2011,8,rosa,0,18,18,0
2011,8,trulli,0,19,19,0
2011,8,liuzzi,0,20,20,0
2011,8,ambrosio,0,21,21,0
2011,8,kovalainen,0,22,22,0
2011,8,karthikeyan,0,23,23,0
2011,8,maldonado,0,24,24,0
2011,8,glock,0,25,25,0
2012,8,alonso,111,1,1,2
2012,8,webber,91,2,2,1
2012,8,hamilton,88,3,3,1
2012,8,vettel,85,4,4,1
2012,8,rosberg,75,5,5,1
2012,8,raikkonen,73,6,6,0
2012,8,grosjean,53,7,7,0
2012,8,button,49,8,8,1
2012,8,perez,39,9,9,0
2012,8,maldonado,29,10,10,1
2012,8,resta,27,11,11,0
2012,8,kobayashi,21,12,12,0
2012,8,michael_schumacher,17,13,13,0
2012,8,hulkenberg,17,14,14,0
2012,8,bruno_senna,16,15,15,0
2012,8,massa,11,16,16,0
2012,8,vergne,4,17,17,0
2012,8,ricciardo,2,18,18,0
2012,8,kovalainen,0,19,19,0
2012,8,petrov,0,20,20,0
2012,8,glock,0,21,21,0
2012,8,pic,0,22,22,0
2012,8,karthikeyan,0,23,23,0
2012,8,rosa,0,24,24,0
2013,8,vettel,132,1,1,3
2013,8,alonso,111,2,2,2
2013,8,raikkonen,98,3,3,1
2013,8,hamilton,89,4,4,0
2013,8,webber,87,5,5,0
2013,8,rosberg,82,6,6,2
2013,8,massa,57,7,7,0
2013,8,resta,36,8,8,0
2013,8,grosjean,26,9,9,0
2013,8,button,25,10,10,0
2013,8,sutil,23,11,11,0
2013,8,vergne,13,12,12,0
2013,8,perez,12,13,13,0
2013,8,ricciardo,11,14,14,0
2013,8,hulkenberg,6,15,15,0
2013,8,maldonado,0,16,16,0
2013,8,bottas,0,17,17,0
2013,8,gutierrez,0,18,18,0
2013,8,jules_bianchi,0,19,19,0
2013,8,pic,0,20,20,0
2013,8,chilton,0,21,21,0
2013,8,garde,0,22,22,0
2014,8,rosberg,165,1,1,3
2014,8,hamilton,136,2,2,4
2014,8,ricciardo,83,3,3,1
2014,8,alonso,79,4,4,0
2014,8,vettel,60,5,5,0
2014,8,hulkenberg,59,6,6,0
2014,8,bottas,55,7,7,0
2014,8,button,43,8,8,0
2014,8,massa,30,9,9,0
2014,8,kevin_magnussen,29,10,10,0
2014,8,perez,28,11,11,0
2014,8,raikkonen,19,12,12,0
2014,8,grosjean,8,13,13,0
2014,8,vergne,8,14,14,0
2014,8,kvyat,4,15,15,0
2014,8,jules_bianchi,2,16,16,0
2014,8,sutil,0,17,17,0
2014,8,ericsson,0,18,18,0
2014,8,maldonado,0,19,19,0
2014,8,gutierrez,0,20,20,0
2014,8,chilton,0,21,21,0
2014,8,kobayashi,0,22,22,0
2015,8,hamilton,169,1,1,4
2015,8,rosberg,159,2,2,3
2015,8,vettel,120,3,3,1
2015,8,raikkonen,72,4,4,0
2015,8,bottas,67,5,5,0
2015,8,massa,62,6,6,0
2015,8,ricciardo,36,7,7,0
2015,8,kvyat,19,8,8,0
2015,8,hulkenberg,18,9,9,0
2015,8,grosjean,17,10,10,0
2015,8,nasr,16,11,11,0
2015,8,perez,13,12,12,0
2015,8,maldonado,12,13,13,0
2015,8,max_verstappen,10,14,14,0
2015,8,sainz,9,15,15,0
2015,8,ericsson,5,16,16,0
2015,8,button,4,17,17,0
2015,8,alonso,0,18,18,0
2015,8,merhi,0,19,19,0
2015,8,stevens,0,20,20,0
2015,8,kevin_magnussen,0,21,21,0
2016,8,rosberg,141,1,1,5
2016,8,hamilton,117,2,2,2
2016,8,vettel,96,3,3,0
2016,8,raikkonen,81,4,4,0
2016,8,ricciardo,78,5,5,0
2016,8,max_verstappen,54,6,6,1
2016,8,bottas,52,7,7,0
2016,8,perez,39,8,8,0
2016,8,massa,38,9,9,0
2016,8,kvyat,22,10,10,0
2016,8,grosjean,22,11,11,0
2016,8,hulkenberg,20,12,12,0
2016,8,alonso,18,13,13,0
2016,8,sainz,18,14,14,0
2016,8,kevin_magnussen,6,15,15,0
2016,8,button,5,16,16,0
2016,8,vandoorne,1,17,17,0
2016,8,gutierrez,0,18,18,0
2016,8,jolyon_palmer,0,19,19,0
2016,8,ericsson,0,20,20,0
2016,8,nasr,0,21,21,0
2016,8,wehrlein,0,22,22,0
2016,8,haryanto,0,23,23,0
2017,8,vettel,153,1,1,3
2017,8,hamilton,139,2,2,3
2017,8,bottas,111,3,3,1
2017,8,ricciardo,92,4,4,1
2017,8,raikkonen,73,5,5,0
2017,8,max_verstappen,45,6,6,0
2017,8,perez,44,7,7,0
2017,8,ocon,35,8,8,0
2017,8,sainz,29,9,9,0
2017,8,massa,20,10,10,0
2017,8,hulkenberg,18,11,11,0
2017,8,stroll,17,12,12,0
2017,8,kevin_magnussen,11,13,13,0
2017,8,grosjean,10,14,14,0
2017,8,wehrlein,5,15,15,0
2017,8,kvyat,4,16,16,0
2017,8,alonso,2,17,17,0
2017,8,jolyon_palmer,0,18,18,0
2017,8,ericsson,0,19,19,0
2017,8,vandoorne,0,20,20,0
2017,8,giovinazzi,0,21,21,0
2017,8,button,0,22,22,0
2018,8,hamilton,145,1,1,3
2018,8,vettel,131,2,2,3
2018,8,ricciardo,96,3,3,2
2018,8,bottas,92,4,4,0
2018,8,raikkonen,83,5,5,0
2018,8,max_verstappen,68,6,6,0
2018,8,hulkenberg,34,7,7,0
2018,8,alonso,32,8,8,0
2018,8,sainz,28,9,9,0
2018,8,kevin_magnussen,27,10,10,0
2018,8,gasly,18,11,11,0
2018,8,perez,17,12,12,0
2018,8,ocon,11,13,13,0
2018,8,leclerc,11,14,14,0
2018,8,vandoorne,8,15,15,0
2018,8,stroll,4,16,16,0
2018,8,ericsson,2,17,17,0
2018,8,brendon_hartley,1,18,18,0
2018,8,grosjean,0,19,19,0
2018,8,sirotkin,0,20,20,0
2019,8,hamilton,187,1,1,6
2019,8,bottas,151,2,2,2
2019,8,vettel,111,3,3,0
2019,8,max_verstappen,100,4,4,0
2019,8,leclerc,87,5,5,0
2019,8,gasly,37,6,6,0
2019,8,sainz,26,7,7,0
2019,8,raikkonen,19,8,8,0
2019,8,ricciardo,16,9,9,0
2019,8,hulkenberg,16,10,10,0
2019,8,kevin_magnussen,14,11,11,0
2019,8,norris,14,12,12,0
2019,8,perez,13,13,13,0
2019,8,kvyat,10,14,14,0
2019,8,albon,7,15,15,0
2019,8,stroll,6,16,16,0
2019,8,grosjean,2,17,17,0
2019,8,giovinazzi,0,18,18,0
2019,8,russell,0,19,19,0
2019,8,kubica,0,20,20,0
2020,8,hamilton,164,1,1,5
2020,8,bottas,117,2,2,1
2020,8,max_verstappen,110,3,3,1
2020,8,stroll,57,4,4,0
2020,8,norris,57,5,5,0
2020,8,albon,48,6,6,0
2020,8,leclerc,45,7,7,0
2020,8,gasly,43,8,8,1
2020,8,sainz,41,9,9,0
2020,8,ricciardo,41,10,10,0
2020,8,perez,34,11,11,0
2020,8,ocon,30,12,12,0
2020,8,vettel,16,13,13,0
2020,8,hulkenberg,6,14,14,0
2020,8,kvyat,4,15,15,0
2020,8,giovinazzi,2,16,16,0
2020,8,kevin_magnussen,1,17,17,0
2020,8,latifi,0,18,18,0
2020,8,raikkonen,0,19,19,0
2020,8,grosjean,0,20,20,0
2020,8,russell,0,21,21,0
2021,8,max_verstappen,156,1,1,4
2021,8,hamilton,138,2,2,3
2021,8,perez,96,3,3,1
2021,8,norris,86,4,4,0
2021,8,bottas,74,5,5,0
2021,8,leclerc,58,6,6,0
2021,8,sainz,50,7,7,0
2021,8,gasly,37,8,8,0
2021,8,ricciardo,34,9,9,0
2021,8,vettel,30,10,10,0
2021,8,alonso,19,11,11,0
2021,8,stroll,14,12,12,0
2021,8,ocon,12,13,13,0
2021,8,tsunoda,9,14,14,0
2021,8,raikkonen,1,15,15,0
2021,8,giovinazzi,1,16,16,0
2021,8,russell,0,17,17,0
2021,8,mick_schumacher,0,18,18,0
2021,8,mazepin,0,19,19,0
2021,8,latifi,0,20,20,0
2022,8,max_verstappen,150,1,1,5
2022,8,perez,129,2,2,1
2022,8,leclerc,116,3,3,2
2022,8,russell,99,4,4,0
2022,8,sainz,83,5,5,0
2022,8,hamilton,62,6,6,0
2022,8,norris,50,7,7,0
2022,8,bottas,40,8,8,0
2022,8,ocon,31,9,9,0
2022,8,gasly,16,10,10,0
2022,8,alonso,16,11,11,0
2022,8,kevin_magnussen,15,12,12,0
2022,8,ricciardo,15,13,13,0
2022,8,vettel,13,14,14,0
2022,8,tsunoda,11,15,15,0
2022,8,albon,3,16,16,0
2022,8,stroll,2,17,17,0
2022,8,zhou,1,18,18,0
2022,8,mick_schumacher,0,19,19,0
2022,8,hulkenberg,0,20,20,0
2022,8,latifi,0,21,21,0
2010,9,hamilton,127,1,1,2
2010,9,button,121,2,2,2
2010,9,vettel,115,3,3,2
2010,9,webber,103,4,4,2
2010,9,alonso,98,5,5,1
2010,9,kubica,83,6,6,0
2010,9,rosberg,75,7,7,0
2010,9,massa,67,8,8,0
2010,9,michael_schumacher,34,9,9,0
2010,9,sutil,31,10,10,0
2010,9,barrichello,19,11,11,0
2010,9,liuzzi,12,12,12,0
2010,9,kobayashi,7,13,13,0
2010,9,buemi,7,14,14,0
2010,9,petrov,6,15,15,0
2010,9,alguersuari,3,16,16,0
2010,9,hulkenberg,1,17,17,0
2010,9,rosa,0,18,18,0
2010,9,kovalainen,0,19,19,0
2010,9,chandhok,0,20,20,0
2010,9,grassi,0,21,21,0
2010,9,trulli,0,22,22,0
2010,9,bruno_senna,0,23,23,0
2010,9,glock,0,24,24,0
2011,9,vettel,204,1,1,6
2011,9,webber,124,2,2,0
2011,9,alonso,112,3,3,1
2011,9,hamilton,109,4,4,1
2011,9,button,109,5,5,1
2011,9,massa,52,6,6,0
2011,9,rosberg,40,7,7,0
2011,9,heidfeld,34,8,8,0
2011,9,petrov,31,9,9,0
2011,9,michael_schumacher,28,10,10,0
2011,9,kobayashi,25,11,11,0
2011,9,sutil,10,12,12,0
2011,9,alguersuari,9,13,13,0
2011,9,perez,8,14,14,0
2011,9,buemi,8,15,15,0
2011,9,barrichello,4,16,16,0
2011,9,resta,2,17,17,0
2011,9,rosa,0,18,18,0
2011,9,trulli,0,19,19,0
2011,9,liuzzi,0,20,20,0
2011,9,ambrosio,0,21,21,0
2011,9,kovalainen,0,22,22,0
2011,9,maldonado,0,23,23,0
2011,9,karthikeyan,0,24,24,0
2011,9,glock,0,25,25,0
2011,9,ricciardo,0,26,26,0
2012,9,alonso,129,1,1,2
2012,9,webber,116,2,2,2
2012,9,vettel,100,3,3,1
2012,9,hamilton,92,4,4,1
2012,9,raikkonen,83,5,5,0
2012,9,rosberg,75,6,6,1
2012,9,grosjean,61,7,7,0
2012,9,button,50,8,8,1
2012,9,perez,39,9,9,0
2012,9,maldonado,29,10,10,1
2012,9,resta,27,11,11,0
2012,9,michael_schumacher,23,12,12,0
2012,9,massa,23,13,13,0
2012,9,kobayashi,21,14,14,0
2012,9,bruno_senna,18,15,15,0
2012,9,hulkenberg,17,16,16,0
2012,9,vergne,4,17,17,0
2012,9,ricciardo,2,18,18,0
2012,9,kovalainen,0,19,19,0
2012,9,petrov,0,20,20,0
2012,9,glock,0,21,21,0
2012,9,pic,0,22,22,0
2012,9,karthikeyan,0,23,23,0
2012,9,rosa,0,24,24,0
2013,9,vettel,157,1,1,4
2013,9,alonso,123,2,2,2
2013,9,raikkonen,116,3,3,1
2013,9,hamilton,99,4,4,0
2013,9,webber,93,5,5,0
2013,9,rosberg,84,6,6,2
2013,9,massa,57,7,7,0
2013,9,grosjean,41,8,8,0
2013,9,resta,36,9,9,0
2013,9,button,33,10,10,0
2013,9,sutil,23,11,11,0
2013,9,perez,16,12,12,0
2013,9,vergne,13,13,13,0
2013,9,ricciardo,11,14,14,0
2013,9,hulkenberg,7,15,15,0
2013,9,maldonado,0,16,16,0
2013,9,bottas,0,17,17,0
